county_name,State,county formatted,crime_rate_per_100000,PCTPOVALL_2020,diversity index,noaa/temp-jan,noaa/temp-apr,noaa/temp-jul,noaa/temp-oct,temp_avg,edu/some-college,bls/2020/unemployed,life-expectancy,population/2019,avg_income,poverty-rate,Unemployment_rate,cost-of-living/living_wage,cost-of-living/food_costs,cost-of-living/medical_costs,cost-of-living/housing_costs,cost-of-living/tax_costs,cost_sum,p_cost,p_temperature,p_life,p_edu,p_safe,p_wealth,p_employment
"Franklin city, VA", VA,Franklin City VA,393.6096319,18.1,0.532569,39.8,58.5,79.1,60.8,59.55,38.1,308,76.21,7967,42381,19.2,4.1,14,3177,2866,7500,5775,19332,27,27,73,8,17,48,58
"Franklin County, AL", AL,Franklin County AL,497.9068882,17.2,0.354606,39.6,59.4,78.4,60.2,59.4,26.6,638,73.31,31362,34318,16.1,1.8,12.81,3177,2889,5688,5089,16855.81,80,28,96,78,9,84,98
"Franklin County, AR", AR,Franklin County AR,316.0696462,15.3,0.141133,37,58.6,79.9,60.4,58.975,30.6,419,75.51,17715,34275,16.2,2.1,13.04,3177,2633,5508,6005,17336.04,65,29,81,51,26,84,96
"Franklin County, FL", FL,Franklin County FL,793.2402138,19.1,0.360868,52.4,66.5,82.1,70.7,67.925,27.3,252,76.5,12125,35988,19.2,2.5,13.07,3177,2792,7620,3792,17394.07,64,3,70,74,1,77,93
"Franklin County, GA", GA,Franklin County GA,163.5694489,16.3,0.276935,41.3,59.5,78,61.2,60,27,584,74.79,23349,36672,17.3,1.7,12.59,3177,2713,5088,5416,16406.59,88,26,88,76,58,74,98
"Franklin County, IA", IA,Franklin County IA,113.7656428,10.5,0.234877,16.5,46.8,72.5,49.6,46.35,37.2,212,80.28,10070,51971,11.2,1.7,13.55,3246,2791,5964,6243,18257.55,42,83,13,10,73,17,98
"Franklin County, ID", ID,Franklin County ID,77.79679477,7.7,0.161534,23.2,45.7,69.8,47.8,46.625,34.8,253,80.28,13876,36064,8.2,2,13.21,3792,2470,5604,6115,17994.21,48,82,13,21,85,76,97
"Franklin County, IL", IL,Franklin County IL,357.1246365,15.5,0.07412,32.3,56.6,77.8,57.4,56.025,39.2,1686,75.28,38469,37355,16.4,4,13.26,3246,2862,6312,5228,17661.26,56,41,83,5,21,71,61
"Franklin County, IN", IN,Franklin County IN,34.85686898,7.7,0.047222,29,52.6,75.2,54.7,52.875,23.7,662,78.95,22758,46629,9.2,3.5,12.6,3246,2848,5628,4547,16281.6,90,55,33,91,96,31,73
"Franklin County, KS", KS,Franklin County KS,275.8352758,8.9,0.158545,29.5,54.4,78.7,56.8,54.85,34.2,769,77.88,25544,42383,10.4,4.7,13.23,3246,2543,6408,5391,17601.23,57,47,50,24,32,48,41
"Franklin County, KY", KY,Franklin County KY,336.3680309,12.8,0.308903,32.1,54.4,75.9,56.3,54.675,27.8,1628,77.02,50991,41760,11.5,5,13.24,3177,3022,5916,5623,17751.24,53,48,63,71,23,50,34
"Franklin County, MA", MA,Franklin County MA,317.3221381,10.7,0.155142,20.9,44.8,68.4,47.4,45.375,27.5,2936,80.27,70180,54689,9.3,4,14.5,3690,3048,10104,4207,21063.5,14,86,13,73,25,12,61
"Franklin County, ME", ME,Franklin County ME,127.889818,12.9,0.076098,12,38.2,64.4,42.9,39.375,29.7,839,79.22,30199,38544,12.6,4,14.2,3690,2634,6996,7111,20445.2,16,98,29,59,69,66,61
"Franklin County, MO", MO,Franklin County MO,187.5933056,9.1,0.087434,32.7,57.4,78.9,57.8,56.7,34.8,3265,77.44,103967,45719,9.3,5,14.23,3246,2681,7596,6128,19665.23,23,38,57,21,51,34,34
"Franklin County, MS", MS,Franklin County MS,252.1750095,21.4,0.480677,47.5,65.3,81.1,66.6,65.125,37.2,229,74.86,7713,33970,19.6,5.3,12.9,3177,2724,5904,5236,17053.9,73,9,87,10,37,85,29
"Franklin County, NC", NC,Franklin County NC,250.5621587,12,0.516495,38.2,57.6,78.2,58.6,58.15,34.4,2120,77.34,69685,36238,11.6,5.8,16.32,3177,2728,11544,6706,24171.32,5,32,58,23,37,76,22
"Franklin County, NE", NE,Franklin County NE,32.41491086,10.4,0.062549,26.4,50.4,76.8,52.4,51.5,39.9,51,79.2,2979,47132,14.3,5.7,12.89,3246,2783,5460,5385,16886.89,78,61,29,3,96,29,23
"Franklin County, NY", NY,Franklin County NY,98.6689367,15.9,0.32261,14.4,40.4,65.9,44.6,41.325,30.6,1575,79.17,50022,37644,18.1,3.8,13.57,3690,2935,6396,6087,19121.57,29,96,30,51,79,70,66
"Franklin County, OH", OH,Franklin County OH,438.0237622,15.4,0.505504,28.6,52.7,74.7,54.4,52.6,26.5,52518,77.6,1316756,50443,13.5,3.9,14.12,3246,2720,8124,5345,19449.12,25,56,55,79,13,20,64
"Franklin County, PA", PA,Franklin County PA,140.0532597,9.4,0.198444,28.4,50.6,72.6,52.4,51,23.5,5876,79.82,155027,46403,8.1,6.2,12.47,3690,2729,6792,3619,16842.47,81,64,19,92,65,32,17
"Franklin County, TN", TN,Franklin County TN,289.3335603,13.9,0.198731,37.7,57.4,76.8,59.2,57.775,26.6,1569,76.62,42208,38880,13.9,5,12.12,3177,2813,5904,3517,15423.12,98,34,69,78,30,64,34
"Franklin County, TX", TX,Franklin County TX,93.80863039,12.9,0.34282,42.9,62.2,81.5,63.7,62.575,36.8,257,77.83,10725,39730,14.4,4.7,12.34,3177,2760,6348,3580,15877.34,93,17,51,12,80,60,41
"Franklin County, VA", VA,Franklin County VA,108.2808201,11.5,0.230233,35.6,54.7,74.9,55.9,55.275,31.4,1422,78.59,56042,40781,11.5,8.6,13.03,3177,2866,5868,5394,17318.03,66,45,39,44,75,55,4
"Franklin County, VT", VT,Franklin County VT,190.4998551,8.9,0.106123,15.4,43.2,68.6,46.8,43.5,28.7,1383,79.22,49402,46220,9.6,5.2,16.27,3690,2760,12360,5923,24749.27,4,92,29,65,50,32,31
"Franklin County, WA", WA,Franklin County WA,253.9301461,12.4,0.55247,33.2,51.4,72.4,51.3,52.075,31.8,3833,79.9,95222,37390,13.5,4.6,13.49,3792,2206,8640,3914,18565.49,36,58,18,41,37,71,44
"Franklin Parish, LA", LA,Franklin Parish LA,243.0606193,24.1,0.46428,46,65.2,82.8,66.3,65.075,20.9,597,73.62,20015,31928,25.8,4.6,13.3,3177,3042,6432,5216,17880.3,50,9,95,97,39,92,44
"Frederick County, MD", MD,Frederick County MD,256.8255533,6.2,0.397456,30.9,52.9,75.1,55,53.475,27,7898,80.42,259547,61869,5.7,4.2,19.82,3177,3001,17484,7761,31442.82,1,53,12,76,36,6,56
"Frederick County, VA", VA,Frederick County VA,109.445517,7.4,0.264651,30.9,52,74.2,53.6,52.675,28.5,2260,79.4,89313,50802,6.5,4.5,15.09,3177,2866,9336,6205,21599.09,11,56,25,66,75,19,46
"Fredericksburg city, VA", VA,Fredericksburg City VA,398.1231338,12.2,0.571987,34.8,55.2,77.4,57.4,56.2,25.5,1003,79.17,29036,50790,16.9,4,19.92,3177,2866,17484,8110,31656.92,0,40,30,84,16,19,61
"Freeborn County, MN", MN,Freeborn County MN,116.3241567,10,0.227049,14.1,45.8,71.9,47.9,44.925,36.6,914,80.76,30281,45808,9.6,3.8,13.43,3246,2696,5760,6284,17999.43,48,87,8,13,73,33,66
"Freestone County, TX", TX,Freestone County TX,239.2344498,13.3,0.49836,46.3,64.9,82.9,66.7,65.2,34.2,528,76.14,19717,37066,15.5,4.1,12.34,3177,2760,6348,3580,15877.34,93,9,74,24,40,72,58
"Fremont County, CO", CO,Fremont County CO,254.0311296,15.2,0.346081,33.9,49,73.5,52.3,52.175,32.3,1190,77.86,47839,35435,16.1,7.8,13.71,3792,2810,7116,5300,19031.71,30,58,51,38,37,79,6
"Fremont County, IA", IA,Fremont County IA,173.8515687,9.1,0.089001,23.7,51.4,76,53.9,51.25,39.6,115,78.84,6960,45399,11.6,4.1,13.55,3246,2791,5964,6243,18257.55,42,62,35,4,55,35,58
"Fremont County, ID", ID,Fremont County ID,116.0362033,12.6,0.259801,18.8,40.3,64,42.6,41.425,34.7,288,80.08,13099,36908,12.7,5.8,13.84,3792,2470,6624,6392,19291.84,27,95,16,22,73,73,22
"Fremont County, WY", WY,Fremont County WY,163.422606,15,0.454651,20.4,42.3,68.6,44.3,43.9,38.1,1206,75.82,39261,43633,12.9,4.4,12.43,3792,2570,6384,3607,16365.43,89,91,78,8,58,42,49
"Fresno County, CA", CA,Fresno County CA,534.2980847,17.1,0.618892,44.7,56.4,77.8,62.4,60.325,32.1,50260,78.76,999101,43084,20.5,6.8,14.4,3792,2545,8292,5822,20465.4,16,25,36,39,8,44,11
"Frio County, TX", TX,Frio County TX,127.3180183,22.3,0.363501,51.9,69.8,83.4,70.8,68.975,24.7,541,77.75,20306,27545,27.7,4.4,12.39,3177,2760,6444,3596,15989.39,92,2,52,87,69,98,49
"Frontier County, NE", NE,Frontier County NE,98.81473579,13,0.066366,26,48.5,75.4,50.9,50.2,45.2,45,81.12,2627,44469,12.9,4.3,12.89,3246,2783,5460,5385,16886.89,78,68,6,0,77,38,52
"Fulton County, AR", AR,Fulton County AR,146.2938882,17,0.07794,33.8,56.8,78.1,57.8,56.625,37.5,253,76.31,12477,28994,17.7,3.5,13.04,3177,2633,5508,6005,17336.04,65,38,73,9,63,97,73
"Fulton County, GA", GA,Fulton County GA,826.1767583,13,0.626907,41,59.6,78.4,60.8,59.95,22,44639,77.65,1063937,84386,13.8,4.3,16.72,3177,2713,11952,7126,24984.72,3,26,54,95,1,1,52
"Fulton County, IL", IL,Fulton County IL,176.0854014,13.2,0.145688,23,51,73.9,52.9,50.2,36.6,1251,77.84,34340,38361,13.3,5.1,13.21,3246,2862,6216,5205,17542.21,59,68,51,13,54,67,33
"Fulton County, IN", IN,Fulton County IN,73.35322021,12,0.143612,24,49.2,72.8,52.1,49.525,31.3,640,76.9,19974,41437,9.6,8.4,12.82,3246,2848,6012,4628,16746.82,83,71,65,45,86,52,4
"Fulton County, KY", KY,Fulton County KY,140.9553641,25.2,0.433733,35,58.2,78.5,58.9,57.65,28.2,129,72.93,5969,33715,25.6,5.2,13.12,3177,3022,5712,5572,17496.12,59,35,97,68,65,86,31
"Fulton County, NY", NY,Fulton County NY,97.09449309,13.9,0.126305,19.2,44.2,69.1,47.3,44.95,33.4,1940,78.88,53383,43112,16.4,3.9,13.74,3690,2935,6684,6161,19483.74,25,87,34,30,79,44,64
"Fulton County, OH", OH,Fulton County OH,80.02259462,8.3,0.184907,23.6,48,71.8,51.2,48.65,31.9,1740,79.01,42126,45594,6.9,4.9,12.93,3246,2720,6060,4919,16957.93,76,74,32,41,84,34,37
"Fulton County, PA", PA,Fulton County PA,122.6993865,10.6,0.07031,30.3,51.7,74.2,54,52.55,22,890,78.81,14530,45522,12.2,7.1,12.24,3690,2729,6384,3553,16368.24,89,56,35,95,70,34,9
"Furnas County, NE", NE,Furnas County NE,98.81473579,10,0.096368,25.9,50.2,76.4,51.9,51.1,38.3,72,78.44,4676,49008,12.2,4.4,12.89,3246,2783,5460,5385,16886.89,78,63,41,7,77,24,49
"Gadsden County, FL", FL,Gadsden County FL,528.2071265,21.9,0.572044,51.8,65.5,80.7,68.7,66.675,27.4,1245,74.87,45660,35139,19.7,5.3,13.98,3177,2792,9252,4056,19290.98,27,5,87,74,8,80,29
"Gage County, NE", NE,Gage County NE,178.3754116,8.5,0.091125,24.4,50.8,76.5,53.4,51.275,33.5,434,78.97,21513,49863,11.2,4.3,12.89,3246,2783,5460,5385,16886.89,78,62,33,29,54,22,52
"Gaines County, TX", TX,Gaines County TX,110.9877913,11.1,0.509607,41.6,61.1,80,62.3,61.25,20.5,543,77.94,21492,36009,13.2,4.5,12.34,3177,2760,6348,3580,15877.34,93,22,49,97,74,77,46
"Galax city, VA", VA,Galax City VA,511.7270789,18.8,0.373039,31.4,50.4,70.7,52,51.125,30.5,223,74.92,6347,36023,19,4.5,12.98,3177,2866,5784,5374,17213.98,68,63,86,52,9,77,46
"Gallatin County, IL", IL,Gallatin County IL,255.3027228,15.6,0.081657,33.9,57.3,79.2,59.2,57.4,36.3,186,75.16,4828,44602,19,4.4,12.89,3246,2862,5688,5082,16890.89,77,36,84,14,36,38,49
"Gallatin County, KY", KY,Gallatin County KY,106.2072221,13.3,0.159477,31.3,53.7,75.2,55.7,53.975,25.4,241,73.25,8869,32065,13.3,5.6,13.78,3177,3022,6816,5844,18872.78,32,51,97,84,75,91,24
"Gallatin County, MT", MT,Gallatin County MT,186.8665541,8.8,0.139135,20.5,39.8,63.5,42,41.45,28.9,3536,81.98,114434,54734,10.3,3.7,14.98,3792,2450,8376,7042,21674.98,11,95,2,64,51,12,68
"Gallia County, OH", OH,Gallia County OH,94.70624735,16.1,0.117129,34.3,57.1,78.6,58.9,57.225,26.9,976,75.55,29898,39864,16.5,6.8,13.01,3246,2720,6204,4949,17132.01,70,36,80,76,80,59,11
"Galveston County, TX", TX,Galveston County TX,267.9427085,9.9,0.584602,53.6,68.7,83.4,72.3,69.5,33,14390,77.22,342139,51785,11.3,4.4,14.33,3177,2760,9912,4158,20021.33,19,2,60,33,34,17,49
"Garden County, NE", NE,Garden County NE,98.81473579,13.9,0.130781,26.2,47.6,74,49.4,49.3,39.8,37,78.43,1837,40892,15,4.7,12.89,3246,2783,5460,5385,16886.89,78,71,41,4,77,55,41
"Garfield County, CO", CO,Garfield County CO,122.159785,6.7,0.446238,24.8,47.1,71.2,48.9,48,30.1,2156,80.61,60061,59653,9.6,8.6,15.65,3792,2810,10392,6047,23056.65,8,76,10,55,71,7,4
"Garfield County, MT", MT,Garfield County MT,222.4670289,15,0.045305,19.2,44.8,71,45.5,45.125,38.9,20,80.29,1258,36291,16.4,3.9,13.48,3792,2450,5904,6391,18550.48,36,87,13,6,43,76,64
"Garfield County, NE", NE,Garfield County NE,98.81473579,11.6,0.043362,22.4,46.8,73.4,48.8,47.85,39.6,23,79.46,1969,43905,12.1,4.4,12.89,3246,2783,5460,5385,16886.89,78,77,25,4,77,41,49
"Garfield County, OK", OK,Garfield County OK,273.0178104,11.8,0.379919,35.1,58,83,60.3,59.1,28.8,1475,76.32,61056,44465,12.7,4.5,13.23,3177,2646,6408,5495,17739.23,54,29,72,65,33,38,46
"Garfield County, UT", UT,Garfield County UT,162.0214508,9.7,0.177268,26.3,44,68.2,47,46.375,30.6,269,79.3,5051,36688,9.4,4,13.07,3792,2694,6036,5150,17685.07,55,82,27,51,58,74,61
"Garfield County, WA", WA,Garfield County WA,310.2836879,11.4,0.148916,32.2,47.4,68.6,48.5,49.175,42.1,69,80.56,2225,44510,12.9,4.5,11.86,3792,2206,5724,3441,15174.86,99,72,10,1,26,38,46
"Garland County, AR", AR,Garland County AR,388.9969436,15.7,0.300573,40,60.2,80.2,61.4,60.45,36,3295,75.66,99386,40004,16.9,5.1,13.72,3177,2633,6648,6289,18760.72,33,24,79,16,17,59,33
"Garrard County, KY", KY,Garrard County KY,59.11912504,14,0.109624,35.4,56.9,75.3,57.8,56.35,26.4,473,77.56,17666,34363,15.7,6.3,13.15,3177,3022,5772,5587,17571.15,58,40,55,80,89,83,16
"Garrett County, MD", MD,Garrett County MD,230.8541604,12.8,0.060785,25.8,47.5,69.2,49.9,48.1,25.6,1013,78.86,29014,45595,12.8,4.8,12.86,3177,3001,5724,5056,16970.86,76,76,34,84,42,34,39
"Garvin County, OK", OK,Garvin County OK,259.7497622,16.7,0.386772,38.2,60,82.2,61.6,60.5,26.6,796,73.59,27711,38135,15.6,4,13.28,3177,2646,6492,5515,17843.28,52,24,95,78,35,68,61
"Garza County, TX", TX,Garza County TX,268.7581544,20.6,0.565915,42.4,62.2,82,64,62.65,19.1,137,76.17,6229,30072,24.2,7.3,12.34,3177,2760,6348,3580,15877.34,93,17,74,98,33,96,8
"Gasconade County, MO", MO,Gasconade County MO,147.6410979,11.2,0.066488,28.7,53,75.5,54.5,52.925,30,438,77.55,14706,40316,11.6,4.2,12.73,3246,2681,5112,5509,16560.73,86,55,56,56,63,57,56
"Gaston County, NC", NC,Gaston County NC,374.8448095,11.8,0.408181,40,59.6,79,60.6,59.8,32.9,8782,75.39,224529,41379,11.6,7.2,15.93,3177,2728,10884,6544,23348.93,6,27,82,33,19,52,9
"Gates County, NC", NC,Gates County NC,277.7218083,13.2,0.497768,39.8,58.5,79.1,60.8,59.55,36.8,290,77.01,11562,36060,14.7,6.2,13.61,3177,2728,7020,5593,18531.61,37,27,63,12,32,76,17
"Geary County, KS", KS,Geary County KS,497.5390541,12.5,0.595468,28.8,53.9,78.8,56.2,54.425,45.6,800,76.82,31670,48907,11.7,4.9,14.58,3246,2543,8688,5911,20402.58,16,49,66,0,9,24,37
"Geauga County, OH", OH,Geauga County OH,36.18099008,6.2,0.08174,23.6,45.8,69.2,49.8,47.1,26.9,3119,81.64,93649,69129,5.5,4.5,13.48,3246,2720,7020,5117,18116.48,46,80,3,76,95,3,46
"Gem County, ID", ID,Gem County ID,161.8122977,11,0.21814,28.1,48.2,72.4,49.7,49.6,33.4,498,78.47,18112,37796,12.7,6.4,13.87,3792,2470,6672,6405,19352.87,27,70,41,30,58,69,15
"Genesee County, MI", MI,Genesee County MI,922.7783984,18.3,0.427875,22.5,45.8,70.5,49.3,47.025,37.8,20074,76.06,405813,41068,16.6,5.6,12.88,3246,2594,6132,4875,16859.88,80,80,75,9,1,54,24
"Genesee County, NY", NY,Genesee County NY,154.7414808,10.2,0.169581,23.6,46.2,70.4,50.4,47.65,34,2129,79.2,57280,43582,10.5,8.1,13.89,3690,2935,6936,6225,19799.89,22,78,29,26,60,42,5
"Geneva County, AL", AL,Geneva County AL,318.0304561,21,0.278204,48.2,64.6,80.9,66.7,65.1,31.8,444,75.54,26271,35192,16.1,7.6,13.02,3177,2889,6036,5170,17285.02,67,9,80,41,25,80,7
"Gentry County, MO", MO,Gentry County MO,274.9917919,13,0.051141,24.8,51.9,77.6,54.3,52.15,27.7,116,78.35,6571,41470,11.5,7.6,12.73,3246,2681,5112,5509,16560.73,86,58,43,72,32,52,7
"George County, MS", MS,George County MS,51.8157088,17.8,0.219504,48.4,65.5,81,65.9,65.2,34,818,73.18,24500,32529,16.6,5.6,13.39,3177,2724,6720,5427,18061.39,47,9,97,26,91,90,24
"Georgetown County, SC", SC,Georgetown County SC,476.5056254,15.1,0.495749,46.6,63.1,81.1,65.6,64.1,31.1,1965,77.24,62680,47071,17.5,6.1,14.03,3177,2662,6948,6606,19407.03,26,12,60,47,11,29,18
"Gibson County, IN", IN,Gibson County IN,145.7812686,9.3,0.1098,30.3,55,77.4,57,54.925,33,1205,78.06,33659,45385,9.3,3.8,13.49,3246,2848,7164,4870,18141.49,45,46,48,33,63,35,66
"Gibson County, TN", TN,Gibson County TN,515.5994096,13.4,0.364387,36.4,58.9,79.2,59.5,58.5,27.8,1521,74.14,49133,38654,14.3,4.5,12.2,3177,2813,6048,3540,15590.2,96,31,92,71,8,65,46
"Gila County, AZ", AZ,Gila County AZ,245.0379809,16.7,0.532117,44.3,59.4,81.6,63.7,62.25,39.7,1621,76.26,54018,40267,21.1,5,14.7,3792,2763,8364,6151,21084.7,13,18,73,4,38,58,34
"Gilchrist County, FL", FL,Gilchrist County FL,194.9087473,14.5,0.231825,51.9,66,81.1,69.3,67.075,29.9,345,76.8,18582,33774,15,5.7,13.64,3177,2792,8652,3959,18593.64,35,5,66,57,49,86,23
"Giles County, TN", TN,Giles County TN,379.1831907,12.5,0.261093,37.1,57.9,77.8,59.1,57.975,26.1,1226,75.68,29464,38766,13.4,4.3,12.12,3177,2813,5904,3517,15423.12,98,33,79,81,18,64,52
"Giles County, VA", VA,Giles County VA,88.62629247,10.7,0.087403,29.7,49.6,68.8,51,49.775,32.1,484,75.91,16720,40117,11.4,4.1,13.07,3177,2866,5940,5411,17407.07,63,69,77,39,81,58,58
"Gillespie County, TX", TX,Gillespie County TX,78.8736838,9.2,0.363,47.1,65.4,81.1,66.6,65.05,26.8,635,81.04,26988,60561,8.5,12.5,13.44,3177,2760,8316,3899,18165.44,45,9,7,77,84,7,0
"Gilliam County, OR", OR,Gilliam County OR,51.36106831,10.7,0.19094,33.8,49.1,71.3,50.9,51.275,42,61,80.38,1912,48448,10.9,4.4,14.5,3792,2395,7320,7154,20675.5,15,62,12,1,91,25,49
"Gilmer County, GA", GA,Gilmer County GA,223.9406557,14,0.229831,39,57.8,76.1,59.3,58.05,25.9,562,78.32,31369,35419,14.6,4.7,13.7,3177,2713,6936,5876,18715.7,34,33,43,82,43,79,41
"Gilmer County, WV", WV,Gilmer County WV,103.7822878,23,0.349206,32.2,53.1,74.5,55.2,53.75,23.3,236,76.73,7823,28917,25.5,9.3,13.14,3177,2662,6432,5269,17553.14,58,52,67,93,76,97,2
"Gilpin County, CO", CO,Gilpin County CO,357.079093,6.6,0.206903,24.4,34.7,60.3,40.8,40.05,37.5,454,80.79,6243,48128,6.8,5.5,17.4,3792,2810,13368,6726,26713.4,2,97,8,9,21,27,26
"Glacier County, MT", MT,Glacier County MT,363.9275056,24.3,0.492832,22.6,38.9,61.3,41.8,41.15,28.9,536,73.58,13753,34458,25.7,5.3,13.55,3792,2450,6012,6419,18686.55,34,96,95,64,20,83,29
"Glades County, FL", FL,Glades County FL,292.2442863,18.1,0.563845,61.8,71.8,82.4,76.4,73.1,25.1,289,79.75,13811,24467,19.3,6.9,12.9,3177,2792,7320,3743,17044.9,74,0,20,86,29,99,10
"Gladwin County, MI", MI,Gladwin County MI,223.5907896,16.6,0.068445,20.2,44.2,69.5,47.5,45.35,34.2,961,77.62,25449,36874,13.5,4.6,12.77,3246,2594,5940,4832,16624.77,84,86,54,24,43,73,44
"Glascock County, GA", GA,Glascock County GA,303.1797588,15.5,0.228616,43.3,60.8,79.8,62.6,61.625,25.7,51,74.14,2971,33931,16.9,5.4,13.39,3177,2713,6408,5745,18056.39,47,20,92,83,28,85,28
"Glasscock County, TX", TX,Glasscock County TX,79.93605116,7.3,0.472771,43,63.4,81.3,64.2,62.975,23.6,29,79.81,1409,102145,7.9,4,12.47,3177,2760,6588,3619,16156.47,91,16,20,92,84,0,61
"Glenn County, CA", CA,Glenn County CA,279.1696492,12.4,0.550859,46,58.3,78.1,64.1,61.625,33.4,1113,78.29,28393,48613,12.1,5.3,13.74,3792,2545,7164,5575,19089.74,29,20,44,30,31,25,29
"Gloucester County, NJ", NJ,Gloucester County NJ,158.4758755,7,0.344602,31.1,51.1,75.2,54.5,52.975,27.9,14028,78.59,291636,54745,7.5,5.8,14.89,3690,2864,10368,4932,21868.89,10,55,39,70,59,12,22
"Gloucester County, VA", VA,Gloucester County VA,95.0209046,7.9,0.260291,37.9,56.4,77.6,59.8,57.925,33.9,1045,77.86,37348,50502,8.6,6.6,16.33,3177,2866,11424,6693,24176.33,4,33,51,26,80,20,13
"Glynn County, GA", GA,Glynn County GA,559.4542867,15.5,0.512312,51.8,67,82.9,70.2,67.975,31.5,2605,76.9,85292,46073,15.4,4.3,14.24,3177,2713,7836,6100,19840.24,22,3,65,44,6,33,52
"Gogebic County, MI", MI,Gogebic County MI,106.8107565,12.5,0.188762,11.6,38.6,64.9,42.7,39.45,36.9,450,78.56,13975,39945,17.1,4.3,12.77,3246,2594,5940,4832,16624.77,84,98,39,11,75,59,52
"Golden Valley County, MT", MT,Golden Valley County MT,232.8288708,18.6,0.152897,25.4,43.8,68.5,45.7,45.85,28.5,17,79.67,821,49137,19.7,5.5,13.42,3792,2450,5808,6366,18429.42,38,84,22,66,41,24,26
"Golden Valley County, ND", ND,Golden Valley County ND,131.7706338,11,0.096534,17.2,44,70.4,44.5,44.025,40.7,27,81.26,1761,43871,12.1,3.6,13.37,3246,2632,7776,4219,17886.37,50,90,5,2,68,41,71
"Goliad County, TX", TX,Goliad County TX,133.9584729,13.2,0.530362,53.6,69.7,83.4,72.1,69.7,39.2,244,79.36,7658,43858,13.4,4.3,13.53,3177,2760,8484,3927,18361.53,40,2,26,5,67,41,52
"Gonzales County, TX", TX,Gonzales County TX,512.0126034,14.3,0.565984,50.9,68.2,83.6,70.6,68.325,19.6,515,77.05,20837,43342,16.2,7,12.42,3177,2760,6492,3604,16045.42,92,3,63,98,9,43,10
"Goochland County, VA", VA,Goochland County VA,73.98501803,5.8,0.371117,35.9,55.4,77,57,56.325,25.7,542,80.17,23753,100545,6.2,4.1,15.95,3177,2866,10788,6544,23390.95,6,40,15,83,86,0,58
"Goodhue County, MN", MN,Goodhue County MN,142.0454545,7.2,0.141004,13.9,45.8,71.3,47.8,44.7,35.5,1560,80.66,46340,53549,7.1,6.3,14.24,3246,2696,7104,6641,19701.24,23,88,9,18,65,14,16
"Gooding County, ID", ID,Gooding County ID,185.6763926,11.2,0.44709,30.1,50.1,73.6,51,51.2,26.9,312,78.13,15179,52875,15.1,6.4,13.65,3792,2470,6312,6307,18894.65,32,62,46,76,51,15,15
"Gordon County, GA", GA,Gordon County GA,328.2099109,11.8,0.353858,40.5,59.9,79.4,60.8,60.15,28.3,1531,75.73,57963,36947,12.3,4.8,13.26,3177,2713,6204,5694,17801.26,53,25,78,68,24,73,39
"Goshen County, WY", WY,Goshen County WY,271.8189833,12.8,0.240787,28,45.6,72,47.8,48.35,38.1,284,79.81,13211,43348,13,4.9,12.88,3792,2570,7188,3738,17300.88,67,75,20,8,33,43,37
"Gosper County, NE", NE,Gosper County NE,50.70993915,7.9,0.127579,26.1,49.3,74.8,51.2,50.35,35.9,28,79.86,1990,52671,8.9,4.2,12.89,3246,2783,5460,5385,16886.89,78,67,19,16,91,15,56
"Gove County, KS", KS,Gove County KS,108.3423619,10.1,0.075859,29.4,51.1,77.4,53.6,52.875,36.1,42,79.63,2636,58539,9.6,5,13.16,3246,2543,6288,5364,17454.16,60,55,22,15,75,8,34
"Grady County, GA", GA,Grady County GA,154.2843579,18.7,0.557299,50.1,66.2,81.5,67.8,66.4,27,462,75.54,24633,34899,21.7,5.3,13.23,3177,2713,6156,5682,17741.23,54,6,80,76,61,81,29
"Grady County, OK", OK,Grady County OK,337.1519046,12,0.310587,38.5,60.7,82.4,62.2,60.95,29.9,1622,75.77,55834,39675,12.1,5.4,13.18,3177,2646,6312,5472,17620.18,57,23,78,57,23,60,28
"Grafton County, NH", NH,Grafton County NH,121.6124246,8.6,0.160784,16.6,42.4,67.6,45.7,43.075,25.7,2813,80.86,89886,60426,9.2,3.7,13.18,3690,2935,7848,3823,18309.18,40,93,8,83,71,7,68
"Graham County, AZ", AZ,Graham County AZ,613.6278747,15.2,0.607962,43.2,59.7,80.4,62.9,61.55,41.4,1008,77.52,38837,31597,20.1,3.8,13.95,3792,2763,7080,5865,19513.95,25,20,56,1,4,92,66
"Graham County, KS", KS,Graham County KS,231.3922098,12.5,0.202161,29.2,51.4,78.6,53.8,53.25,36,52,79.68,2482,49624,11.8,4.2,13.16,3246,2543,6288,5364,17454.16,60,54,21,16,42,22,56
"Graham County, NC", NC,Graham County NC,277.7218083,16.6,0.214288,37,55.3,72.8,56.3,55.35,32.7,305,76.32,8441,33075,16.8,4.2,13.43,3177,2728,6720,5519,18157.43,45,44,72,35,32,88,56
"Grainger County, TN", TN,Grainger County TN,167.3861334,14.2,0.088992,36.7,57.4,75.7,58.9,57.175,25.1,687,74.62,23320,33490,17.1,3.9,12.09,3177,2813,5844,3507,15353.09,99,36,89,86,57,87,64
"Grand County, CO", CO,Grand County CO,34.99195185,6.8,0.201142,14.4,36.2,59.3,39.9,37.45,29.8,788,82.73,15734,49845,8.1,3.6,14.19,3792,2810,7920,5483,20019.19,20,99,0,58,96,22,71
